ROWHEADER,Test,ODI,T20,IPL,name,country
Balls,231,386,409,150,Beuran Hendricks,South Africa
Runs,175,346,627,235,Beuran Hendricks,South Africa
Maidens,5,2,0,0,Beuran Hendricks,South Africa
Wickets,6,10,25,9,Beuran Hendricks,South Africa
Avg,29.17,34.6,25.08,26.11,Beuran Hendricks,South Africa
Eco,4.55,5.38,9.2,9.4,Beuran Hendricks,South Africa
SR,38.5,38.6,16.36,16.67,Beuran Hendricks,South Africa
BBI,May-64,Mar-59,Apr-14,Mar-36,Beuran Hendricks,South Africa
BBM,6/175,Mar-59,Apr-14,Mar-36,Beuran Hendricks,South Africa
4w,0,0,1,0,Beuran Hendricks,South Africa
5w,1,0,0,0,Beuran Hendricks,South Africa
10w,0,0,0,0,Beuran Hendricks,South Africa
Matches,56,122,26,1,Darren Bravo,West Indies
Innings,1,0,0,0,Darren Bravo,West Indies
Balls,6,0,0,0,Darren Bravo,West Indies
Runs,2,0,0,0,Darren Bravo,West Indies
Maidens,0,0,0,0,Darren Bravo,West Indies
Wickets,0,0,0,0,Darren Bravo,West Indies
Avg,0,0,0,0,Darren Bravo,West Indies
Eco,2,0,0,0,Darren Bravo,West Indies
SR,0,0,0,0,Darren Bravo,West Indies
BBI,0/2,-/-,-/-,-/-,Darren Bravo,West Indies
BBM,0/2,-/-,-/-,-/-,Darren Bravo,West Indies
4w,0,0,0,0,Darren Bravo,West Indies
5w,0,0,0,0,Darren Bravo,West Indies
10w,0,0,0,0,Darren Bravo,West Indies
Matches,103,301,79,142,Chris Gayle,West Indies
Innings,104,199,30,38,Chris Gayle,West Indies
Balls,7109,7424,381,554,Chris Gayle,West Indies
Runs,3120,5926,440,729,Chris Gayle,West Indies
Maidens,230,38,0,0,Chris Gayle,West Indies
Wickets,73,167,20,18,Chris Gayle,West Indies
Avg,42.74,35.49,22,40.5,Chris Gayle,West Indies
Eco,2.63,4.79,6.93,7.9,Chris Gayle,West Indies
SR,97.38,44.46,19.05,30.78,Chris Gayle,West Indies
BBI,May-34,May-46,Feb-15,Mar-21,Chris Gayle,West Indies
BBM,Jun-81,May-46,Feb-15,Mar-21,Chris Gayle,West Indies
4w,2,3,0,0,Chris Gayle,West Indies
5w,2,1,0,0,Chris Gayle,West Indies
10w,0,0,0,0,Chris Gayle,West Indies
Matches,0,63,61,27,Evin Lewis,West Indies
Innings,0,0,0,0,Evin Lewis,West Indies
Balls,0,0,0,0,Evin Lewis,West Indies
Runs,0,0,0,0,Evin Lewis,West Indies
Maidens,0,0,0,0,Evin Lewis,West Indies
Wickets,0,0,0,0,Evin Lewis,West Indies
Avg,0,0,0,0,Evin Lewis,West Indies
Eco,0,0,0,0,Evin Lewis,West Indies
SR,0,0,0,0,Evin Lewis,West Indies
BBI,-/-,-/-,-/-,-/-,Evin Lewis,West Indies
BBM,-/-,-/-,-/-,-/-,Evin Lewis,West Indies
4w,0,0,0,0,Evin Lewis,West Indies
5w,0,0,0,0,Evin Lewis,West Indies
10w,0,0,0,0,Evin Lewis,West Indies
Matches,16,56,62,79,Shimron Hetmyer,West Indies
Innings,0,0,0,0,Shimron Hetmyer,West Indies
Balls,0,0,0,0,Shimron Hetmyer,West Indies
Runs,0,0,0,0,Shimron Hetmyer,West Indies
Maidens,0,0,0,0,Shimron Hetmyer,West Indies
Wickets,0,0,0,0,Shimron Hetmyer,West Indies
Avg,0,0,0,0,Shimron Hetmyer,West Indies
Eco,0,0,0,0,Shimron Hetmyer,West Indies
SR,0,0,0,0,Shimron Hetmyer,West Indies
BBI,-/-,-/-,-/-,-/-,Shimron Hetmyer,West Indies
BBM,-/-,-/-,-/-,-/-,Shimron Hetmyer,West Indies
4w,0,0,0,0,Shimron Hetmyer,West Indies
5w,0,0,0,0,Shimron Hetmyer,West Indies
10w,0,0,0,0,Shimron Hetmyer,West Indies
Matches,0,20,39,5,Fabian Allen,West Indies
Innings,0,18,33,4,Fabian Allen,West Indies
Balls,0,666,581,90,Fabian Allen,West Indies
Runs,0,627,731,136,Fabian Allen,West Indies
Maidens,0,0,1,1,Fabian Allen,West Indies
Wickets,0,7,24,2,Fabian Allen,West Indies
Avg,0,89.57,30.46,68,Fabian Allen,West Indies
Eco,0,5.65,7.55,9.07,Fabian Allen,West Indies
SR,0,95.14,24.21,45,Fabian Allen,West Indies
BBI,-/-,Feb-40,Feb-18,Jan-22,Fabian Allen,West Indies
BBM,-/-,Feb-40,Feb-18,Jan-22,Fabian Allen,West Indies
4w,0,0,0,0,Fabian Allen,West Indies
5w,0,0,0,0,Fabian Allen,West Indies
10w,0,0,0,0,Fabian Allen,West Indies
Matches,69,138,63,46,Jason Holder,West Indies
Innings,122,134,60,46,Jason Holder,West Indies
Balls,11305,6402,1333,995,Jason Holder,West Indies
Runs,4924,5878,1906,1461,Jason Holder,West Indies
Maidens,484,64,2,0,Jason Holder,West Indies
Wickets,162,159,66,53,Jason Holder,West Indies
Avg,30.4,36.97,28.88,27.57,Jason Holder,West Indies
Eco,2.61,5.51,8.58,8.81,Jason Holder,West Indies
SR,69.78,40.26,20.2,18.77,Jason Holder,West Indies
BBI,Jun-42,May-27,May-27,Apr-52,Jason Holder,West Indies
BBM,11/103,May-27,May-27,Apr-52,Jason Holder,West Indies
4w,4,5,2,1,Jason Holder,West Indies
5w,8,2,1,0,Jason Holder,West Indies
10w,1,0,0,0,Jason Holder,West Indies
Matches,1,56,83,133,Andre Russell,West Indies
Innings,2,55,72,115,Andre Russell,West Indies
Balls,138,2290,1191,1736,Andre Russell,West Indies
Runs,104,2229,1841,2734,Andre Russell,West Indies
Maidens,2,14,0,0,Andre Russell,West Indies
Wickets,1,70,60,120,Andre Russell,West Indies
Avg,104,31.84,30.68,22.78,Andre Russell,West Indies
Eco,4.52,5.84,9.27,9.45,Andre Russell,West Indies
SR,138,32.71,19.85,14.47,Andre Russell,West Indies
BBI,Jan-73,Apr-35,Mar-19,May-15,Andre Russell,West Indies
BBM,1/104,Apr-35,Mar-19,May-15,Andre Russell,West Indies
4w,0,5,0,2,Andre Russell,West Indies
5w,0,0,0,1,Andre Russell,West Indies
10w,0,0,0,0,Andre Russell,West Indies
Matches,3,44,41,16,Carlos Brathwaite,West Indies
Innings,4,40,39,16,Carlos Brathwaite,West Indies
Balls,408,1825,709,254,Carlos Brathwaite,West Indies
Runs,242,1766,1013,379,Carlos Brathwaite,West Indies
Maidens,9,11,1,0,Carlos Brathwaite,West Indies
Wickets,1,43,31,13,Carlos Brathwaite,West Indies
Avg,242,41.07,32.68,29.15,Carlos Brathwaite,West Indies
Eco,3.56,5.81,8.57,8.95,Carlos Brathwaite,West Indies
SR,408,42.44,22.87,19.54,Carlos Brathwaite,West Indies
BBI,Jan-30,May-27,Mar-20,Mar-47,Carlos Brathwaite,West Indies
BBM,1/139,May-27,Mar-20,Mar-47,Carlos Brathwaite,West Indies
4w,0,2,0,0,Carlos Brathwaite,West Indies
5w,0,1,0,0,Carlos Brathwaite,West Indies
10w,0,0,0,0,Carlos Brathwaite,West Indies
Matches,38,133,39,9,Shai Hope,West Indies
Innings,0,0,0,0,Shai Hope,West Indies
Balls,0,0,0,0,Shai Hope,West Indies
Runs,0,0,0,0,Shai Hope,West Indies
Maidens,0,0,0,0,Shai Hope,West Indies
Wickets,0,0,0,0,Shai Hope,West Indies
Avg,0,0,0,0,Shai Hope,West Indies
Eco,0,0,0,0,Shai Hope,West Indies
SR,0,0,0,0,Shai Hope,West Indies
BBI,-/-,-/-,-/-,-/-,Shai Hope,West Indies
BBM,-/-,-/-,-/-,-/-,Shai Hope,West Indies
4w,0,0,0,0,Shai Hope,West Indies
5w,0,0,0,0,Shai Hope,West Indies
10w,0,0,0,0,Shai Hope,West Indies
Matches,0,61,106,83,Nicholas Pooran,West Indies
Innings,0,7,0,0,Nicholas Pooran,West Indies
Balls,0,169,0,0,Nicholas Pooran,West Indies
Runs,0,174,0,0,Nicholas Pooran,West Indies
Maidens,0,0,0,0,Nicholas Pooran,West Indies
Wickets,0,6,0,0,Nicholas Pooran,West Indies
Avg,0,29,0,0,Nicholas Pooran,West Indies
Eco,0,6.18,0,0,Nicholas Pooran,West Indies
SR,0,28.17,0,0,Nicholas Pooran,West Indies
BBI,-/-,Apr-48,-/-,-/-,Nicholas Pooran,West Indies
BBM,-/-,Apr-48,-/-,-/-,Nicholas Pooran,West Indies
4w,0,1,0,0,Nicholas Pooran,West Indies
5w,0,0,0,0,Nicholas Pooran,West Indies
10w,0,0,0,0,Nicholas Pooran,West Indies
Matches,2,38,45,6,Sheldon Cottrell,West Indies
Innings,2,36,44,6,Sheldon Cottrell,West Indies
Balls,276,1722,918,120,Sheldon Cottrell,West Indies
Runs,196,1685,1244,176,Sheldon Cottrell,West Indies
Maidens,4,11,4,1,Sheldon Cottrell,West Indies
Wickets,2,52,52,6,Sheldon Cottrell,West Indies
Avg,98,32.4,23.92,29.33,Sheldon Cottrell,West Indies
Eco,4.26,5.87,8.13,8.8,Sheldon Cottrell,West Indies
SR,138,33.12,17.65,20,Sheldon Cottrell,West Indies
BBI,Jan-72,May-46,Apr-28,Feb-17,Sheldon Cottrell,West Indies
BBM,Jan-72,May-46,Apr-28,Feb-17,Sheldon Cottrell,West Indies
4w,0,2,1,0,Sheldon Cottrell,West Indies
5w,0,1,0,0,Sheldon Cottrell,West Indies
10w,0,0,0,0,Sheldon Cottrell,West Indies
Matches,23,128,71,0,Craig Ervine,Zimbabwe
Innings,0,0,0,0,Craig Ervine,Zimbabwe
Balls,0,0,0,0,Craig Ervine,Zimbabwe
Runs,0,0,0,0,Craig Ervine,Zimbabwe
Maidens,0,0,0,0,Craig Ervine,Zimbabwe
Wickets,0,0,0,0,Craig Ervine,Zimbabwe
Avg,0.0,0.0,0.0,0.0,Craig Ervine,Zimbabwe
Eco,0,0,0,0,Craig Ervine,Zimbabwe
SR,0.0,0.0,0.0,0.0,Craig Ervine,Zimbabwe
BBI,-/-,-/-,-/-,-/-,Craig Ervine,Zimbabwe
BBM,-/-,-/-,-/-,-/-,Craig Ervine,Zimbabwe
4w,0,0,0,0,Craig Ervine,Zimbabwe
5w,0,0,0,0,Craig Ervine,Zimbabwe
10w,0,0,0,0,Craig Ervine,Zimbabwe
Matches,38,209,65,0,Hamilton Masakadza,Zimbabwe
Innings,25,85,9,0,Hamilton Masakadza,Zimbabwe
Balls,1164,1844,72,0,Hamilton Masakadza,Zimbabwe
Runs,489,1636,113,0,Hamilton Masakadza,Zimbabwe
Maidens,49,5,0,0,Hamilton Masakadza,Zimbabwe
Wickets,16,39,2,0,Hamilton Masakadza,Zimbabwe
Avg,30.56,41.95,56.5,0.0,Hamilton Masakadza,Zimbabwe
Eco,2.52,5.32,9.42,0,Hamilton Masakadza,Zimbabwe
SR,72.75,47.28,36.0,0.0,Hamilton Masakadza,Zimbabwe
BBI,3/24,3/39,1/4,-/-,Hamilton Masakadza,Zimbabwe
BBM,3/24,3/39,1/4,-/-,Hamilton Masakadza,Zimbabwe
4w,0,0,0,0,Hamilton Masakadza,Zimbabwe
5w,0,0,0,0,Hamilton Masakadza,Zimbabwe
10w,0,0,0,0,Hamilton Masakadza,Zimbabwe
Matches,18,151,105,9,Sikandar Raza,Zimbabwe
Innings,27,120,91,7,Sikandar Raza,Zimbabwe
Balls,2909,4970,1592,84,Sikandar Raza,Zimbabwe
Runs,1550,4011,1822,141,Sikandar Raza,Zimbabwe
Maidens,62,25,3,0,Sikandar Raza,Zimbabwe
Wickets,38,93,81,3,Sikandar Raza,Zimbabwe
Avg,40.79,43.13,22.49,47.0,Sikandar Raza,Zimbabwe
Eco,3.2,4.84,6.87,10.07,Sikandar Raza,Zimbabwe
SR,76.55,53.44,19.65,28.0,Sikandar Raza,Zimbabwe
BBI,7/113,4/55,5/18,1/19,Sikandar Raza,Zimbabwe
BBM,8/176,4/55,5/18,1/19,Sikandar Raza,Zimbabwe
4w,0,1,2,0,Sikandar Raza,Zimbabwe
5w,2,0,1,0,Sikandar Raza,Zimbabwe
10w,0,0,0,0,Sikandar Raza,Zimbabwe
Matches,17,162,81,0,Sean Williams,Zimbabwe
Innings,25,131,73,0,Sean Williams,Zimbabwe
Balls,2356,4930,1188,0,Sean Williams,Zimbabwe
Runs,1249,4036,1374,0,Sean Williams,Zimbabwe
Maidens,41,35,0,0,Sean Williams,Zimbabwe
Wickets,25,85,48,0,Sean Williams,Zimbabwe
Avg,49.96,47.48,28.63,0.0,Sean Williams,Zimbabwe
Eco,3.18,4.91,6.94,0,Sean Williams,Zimbabwe
SR,94.24,58.0,24.75,0.0,Sean Williams,Zimbabwe
BBI,3/20,4/43,3/15,-/-,Sean Williams,Zimbabwe
BBM,6/111,4/43,3/15,-/-,Sean Williams,Zimbabwe
4w,0,1,0,0,Sean Williams,Zimbabwe
5w,0,0,0,0,Sean Williams,Zimbabwe
10w,0,0,0,0,Sean Williams,Zimbabwe
Matches,2,47,9,0,Solomon Mire,Zimbabwe
Innings,3,19,5,0,Solomon Mire,Zimbabwe
Balls,84,507,72,0,Solomon Mire,Zimbabwe
Runs,32,515,115,0,Solomon Mire,Zimbabwe
Maidens,2,1,0,0,Solomon Mire,Zimbabwe
Wickets,1,12,1,0,Solomon Mire,Zimbabwe
Avg,32.0,42.92,115.0,0.0,Solomon Mire,Zimbabwe
Eco,2.29,6.09,9.58,0,Solomon Mire,Zimbabwe
SR,84.0,42.25,72.0,0.0,Solomon Mire,Zimbabwe
BBI,1/22,4/43,1/15,-/-,Solomon Mire,Zimbabwe
BBM,1/27,4/43,1/15,-/-,Solomon Mire,Zimbabwe
4w,0,1,0,0,Solomon Mire,Zimbabwe
5w,0,0,0,0,Solomon Mire,Zimbabwe
10w,0,0,0,0,Solomon Mire,Zimbabwe
Matches,7,14,3,0,Brian Chari,Zimbabwe
Innings,2,0,0,0,Brian Chari,Zimbabwe
Balls,18,0,0,0,Brian Chari,Zimbabwe
Runs,12,0,0,0,Brian Chari,Zimbabwe
Maidens,0,0,0,0,Brian Chari,Zimbabwe
Wickets,0,0,0,0,Brian Chari,Zimbabwe
Avg,0.0,0.0,0.0,0.0,Brian Chari,Zimbabwe
Eco,4,0,0,0,Brian Chari,Zimbabwe
SR,0.0,0.0,0.0,0.0,Brian Chari,Zimbabwe
BBI,0/3,-/-,-/-,-/-,Brian Chari,Zimbabwe
BBM,0/3,-/-,-/-,-/-,Brian Chari,Zimbabwe
4w,0,0,0,0,Brian Chari,Zimbabwe
5w,0,0,0,0,Brian Chari,Zimbabwe
10w,0,0,0,0,Brian Chari,Zimbabwe
Matches,4,22,13,0,Timycen Maruma,Zimbabwe
Innings,0,9,2,0,Timycen Maruma,Zimbabwe
Balls,0,225,18,0,Timycen Maruma,Zimbabwe
Runs,0,230,20,0,Timycen Maruma,Zimbabwe
Maidens,0,1,0,0,Timycen Maruma,Zimbabwe
Wickets,0,4,1,0,Timycen Maruma,Zimbabwe
Avg,0.0,57.5,20.0,0.0,Timycen Maruma,Zimbabwe
Eco,0,6.13,6.67,0,Timycen Maruma,Zimbabwe
SR,0.0,56.25,18.0,0.0,Timycen Maruma,Zimbabwe
BBI,-/-,2/50,1/8,-/-,Timycen Maruma,Zimbabwe
BBM,-/-,2/50,1/8,-/-,Timycen Maruma,Zimbabwe
4w,0,0,0,0,Timycen Maruma,Zimbabwe
5w,0,0,0,0,Timycen Maruma,Zimbabwe
10w,0,0,0,0,Timycen Maruma,Zimbabwe
Matches,14,213,56,0,Elton Chigumbura,Zimbabwe
Innings,22,132,21,0,Elton Chigumbura,Zimbabwe
Balls,1806,4339,276,0,Elton Chigumbura,Zimbabwe
Runs,966,4274,427,0,Elton Chigumbura,Zimbabwe
Maidens,61,23,0,0,Elton Chigumbura,Zimbabwe
Wickets,21,101,16,0,Elton Chigumbura,Zimbabwe
Avg,46.0,42.32,26.69,0.0,Elton Chigumbura,Zimbabwe
Eco,3.21,5.91,9.28,0,Elton Chigumbura,Zimbabwe
SR,86.0,42.96,17.25,0.0,Elton Chigumbura,Zimbabwe
BBI,5/54,4/28,4/31,-/-,Elton Chigumbura,Zimbabwe
BBM,6/133,4/28,4/31,-/-,Elton Chigumbura,Zimbabwe
4w,1,1,1,0,Elton Chigumbura,Zimbabwe
5w,1,0,0,0,Elton Chigumbura,Zimbabwe
10w,0,0,0,0,Elton Chigumbura,Zimbabwe
Matches,22,61,49,0,Regis Chakabva,Zimbabwe
Innings,0,0,0,0,Regis Chakabva,Zimbabwe
Balls,0,0,0,0,Regis Chakabva,Zimbabwe
Runs,0,0,0,0,Regis Chakabva,Zimbabwe
Maidens,0,0,0,0,Regis Chakabva,Zimbabwe
Wickets,0,0,0,0,Regis Chakabva,Zimbabwe
Avg,0.0,0.0,0.0,0.0,Regis Chakabva,Zimbabwe
Eco,0,0,0,0,Regis Chakabva,Zimbabwe
SR,0.0,0.0,0.0,0.0,Regis Chakabva,Zimbabwe
BBI,-/-,-/-,-/-,-/-,Regis Chakabva,Zimbabwe
BBM,-/-,-/-,-/-,-/-,Regis Chakabva,Zimbabwe
4w,0,0,0,0,Regis Chakabva,Zimbabwe
5w,0,0,0,0,Regis Chakabva,Zimbabwe
10w,0,0,0,0,Regis Chakabva,Zimbabwe
Matches,34,205,44,0,Brendan Taylor,Zimbabwe
Innings,4,21,2,0,Brendan Taylor,Zimbabwe
Balls,42,396,30,0,Brendan Taylor,Zimbabwe
Runs,38,406,17,0,Brendan Taylor,Zimbabwe
Maidens,0,0,0,0,Brendan Taylor,Zimbabwe
Wickets,0,9,1,0,Brendan Taylor,Zimbabwe
Avg,0.0,45.11,17.0,0.0,Brendan Taylor,Zimbabwe
Eco,5.43,6.15,3.4,0,Brendan Taylor,Zimbabwe
SR,0.0,44.0,30.0,0.0,Brendan Taylor,Zimbabwe
BBI,0/6,3/54,1/16,-/-,Brendan Taylor,Zimbabwe
BBM,0/6,3/54,1/16,-/-,Brendan Taylor,Zimbabwe
4w,0,0,0,0,Brendan Taylor,Zimbabwe
5w,0,0,0,0,Brendan Taylor,Zimbabwe
10w,0,0,0,0,Brendan Taylor,Zimbabwe
Matches,15,49,21,0,Peter Moor,Zimbabwe
Innings,0,0,0,0,Peter Moor,Zimbabwe
Balls,0,0,0,0,Peter Moor,Zimbabwe
Runs,0,0,0,0,Peter Moor,Zimbabwe
Maidens,0,0,0,0,Peter Moor,Zimbabwe
Wickets,0,0,0,0,Peter Moor,Zimbabwe
Avg,0.0,0.0,0.0,0.0,Peter Moor,Zimbabwe
Eco,0,0,0,0,Peter Moor,Zimbabwe
SR,0.0,0.0,0.0,0.0,Peter Moor,Zimbabwe
BBI,-/-,-/-,-/-,-/-,Peter Moor,Zimbabwe
BBM,-/-,-/-,-/-,-/-,Peter Moor,Zimbabwe
4w,0,0,0,0,Peter Moor,Zimbabwe
5w,0,0,0,0,Peter Moor,Zimbabwe
10w,0,0,0,0,Peter Moor,Zimbabwe
Matches,9,87,60,0,Tendai Chatara,Zimbabwe
Innings,18,87,60,0,Tendai Chatara,Zimbabwe
Balls,1824,4254,1281,0,Tendai Chatara,Zimbabwe
Runs,728,3751,1557,0,Tendai Chatara,Zimbabwe
Maidens,92,55,4,0,Tendai Chatara,Zimbabwe
Wickets,26,115,65,0,Tendai Chatara,Zimbabwe
Avg,28.0,32.62,23.95,0.0,Tendai Chatara,Zimbabwe
Eco,2.39,5.29,7.29,0,Tendai Chatara,Zimbabwe
SR,70.15,36.99,19.71,0.0,Tendai Chatara,Zimbabwe
BBI,5/61,4/33,3/7,-/-,Tendai Chatara,Zimbabwe
BBM,6/106,4/33,3/7,-/-,Tendai Chatara,Zimbabwe
4w,0,1,0,0,Tendai Chatara,Zimbabwe
5w,1,0,0,0,Tendai Chatara,Zimbabwe
10w,0,0,0,0,Tendai Chatara,Zimbabwe
Matches,16,38,23,0,Donald Tiripano,Zimbabwe
Innings,25,36,23,0,Donald Tiripano,Zimbabwe
Balls,2693,1508,417,0,Donald Tiripano,Zimbabwe
Runs,1273,1456,617,0,Donald Tiripano,Zimbabwe
Maidens,99,12,0,0,Donald Tiripano,Zimbabwe
Wickets,26,36,16,0,Donald Tiripano,Zimbabwe
Avg,48.96,40.44,38.56,0.0,Donald Tiripano,Zimbabwe
Eco,2.84,5.79,8.88,0,Donald Tiripano,Zimbabwe
SR,103.58,41.89,26.06,0.0,Donald Tiripano,Zimbabwe
BBI,3/23,5/63,3/20,-/-,Donald Tiripano,Zimbabwe
BBM,4/47,5/63,3/20,-/-,Donald Tiripano,Zimbabwe
4w,0,0,0,0,Donald Tiripano,Zimbabwe
5w,0,1,0,0,Donald Tiripano,Zimbabwe
10w,0,0,0,0,Donald Tiripano,Zimbabwe
Matches,15,84,32,0,Chris Mpofu,Zimbabwe
Innings,23,83,32,0,Chris Mpofu,Zimbabwe
Balls,2489,3960,694,0,Chris Mpofu,Zimbabwe
Runs,1392,3581,1036,0,Chris Mpofu,Zimbabwe
Maidens,86,41,0,0,Chris Mpofu,Zimbabwe
Wickets,29,93,33,0,Chris Mpofu,Zimbabwe
Avg,48.0,38.51,31.39,0.0,Chris Mpofu,Zimbabwe
Eco,3.36,5.43,8.96,0,Chris Mpofu,Zimbabwe
SR,85.83,42.58,21.03,0.0,Chris Mpofu,Zimbabwe
BBI,4/92,6/52,4/30,-/-,Chris Mpofu,Zimbabwe
BBM,5/123,6/52,4/30,-/-,Chris Mpofu,Zimbabwe
4w,2,2,1,0,Chris Mpofu,Zimbabwe
5w,0,1,0,0,Chris Mpofu,Zimbabwe
10w,0,0,0,0,Chris Mpofu,Zimbabwe
Matches,13,49,21,0,Kyle Jarvis,Zimbabwe
Innings,22,49,22,0,Kyle Jarvis,Zimbabwe
Balls,2511,2362,448,0,Kyle Jarvis,Zimbabwe
Runs,1354,2087,665,0,Kyle Jarvis,Zimbabwe
Maidens,79,23,0,0,Kyle Jarvis,Zimbabwe
Wickets,46,58,28,0,Kyle Jarvis,Zimbabwe
Avg,29.43,35.98,23.75,0.0,Kyle Jarvis,Zimbabwe
Eco,3.24,5.3,8.91,0,Kyle Jarvis,Zimbabwe
SR,54.59,40.72,16.0,0.0,Kyle Jarvis,Zimbabwe
BBI,5/54,4/16,3/15,-/-,Kyle Jarvis,Zimbabwe
BBM,7/98,4/16,3/15,-/-,Kyle Jarvis,Zimbabwe
4w,2,2,0,0,Kyle Jarvis,Zimbabwe
5w,3,0,0,0,Kyle Jarvis,Zimbabwe
10w,0,0,0,0,Kyle Jarvis,Zimbabwe
Matches,5,14,13,0,Brandon Mavuta,Zimbabwe
Innings,8,11,13,0,Brandon Mavuta,Zimbabwe
Balls,1002,420,234,0,Brandon Mavuta,Zimbabwe
Runs,632,396,285,0,Brandon Mavuta,Zimbabwe
Maidens,11,0,1,0,Brandon Mavuta,Zimbabwe
Wickets,12,10,10,0,Brandon Mavuta,Zimbabwe
Avg,52.67,39.6,28.5,0.0,Brandon Mavuta,Zimbabwe
Eco,3.78,5.66,7.31,0,Brandon Mavuta,Zimbabwe
SR,83.5,42.0,23.4,0.0,Brandon Mavuta,Zimbabwe
BBI,5/140,2/30,3/10,-/-,Brandon Mavuta,Zimbabwe
BBM,5/170,2/30,3/10,-/-,Brandon Mavuta,Zimbabwe
4w,1,0,0,0,Brandon Mavuta,Zimbabwe
5w,1,0,0,0,Brandon Mavuta,Zimbabwe
10w,0,0,0,0,Brandon Mavuta,Zimbabwe
Matches,5,146,103,92,Aaron Finch,Australia
Innings,1,21,2,5,Aaron Finch,Australia
Balls,12,284,12,43,Aaron Finch,Australia
Runs,8,259,27,67,Aaron Finch,Australia
Maidens,0,0,0,0,Aaron Finch,Australia
Wickets,0,4,0,1,Aaron Finch,Australia
Avg,0,64.75,0,67,Aaron Finch,Australia
Eco,4,5.47,13.5,9.35,Aaron Finch,Australia
SR,0,71,0,43,Aaron Finch,Australia
BBI,0/8,01-Feb,0/9,01-Nov,Aaron Finch,Australia
BBM,0/8,01-Feb,0/9,01-Nov,Aaron Finch,Australia
4w,0,0,0,0,Aaron Finch,Australia
5w,0,0,0,0,Aaron Finch,Australia
10w,0,0,0,0,Aaron Finch,Australia
Matches,116,170,67,103,Steven Smith,Australia
Innings,62,40,17,1,Steven Smith,Australia
Balls,1470,1076,291,2,Steven Smith,Australia
Runs,1008,971,378,5,Steven Smith,Australia
Maidens,28,1,1,0,Steven Smith,Australia
Wickets,19,28,17,0,Steven Smith,Australia
Avg,53.05,34.68,22.24,0,Steven Smith,Australia
Eco,4.11,5.41,7.79,0,Steven Smith,Australia
SR,77.37,38.43,17.12,0,Steven Smith,Australia
BBI,Mar-18,Mar-16,Mar-20,0/5,Steven Smith,Australia
BBM,Apr-83,Mar-16,Mar-20,0/5,Steven Smith,Australia
4w,0,0,0,0,Steven Smith,Australia
5w,0,0,0,0,Steven Smith,Australia
10w,0,0,0,0,Steven Smith,Australia
Matches,112,161,110,184,David Warner,Australia
Innings,19,1,0,1,David Warner,Australia
Balls,342,6,0,1,David Warner,Australia
Runs,269,8,0,2,David Warner,Australia
Maidens,1,0,0,0,David Warner,Australia
Wickets,4,0,0,0,David Warner,Australia
Avg,67.25,0,0,0,David Warner,Australia
Eco,4.72,8,0,0,David Warner,Australia
SR,85.5,0,0,0,David Warner,Australia
BBI,Feb-45,0/8,-/-,0/2,David Warner,Australia
BBM,Feb-45,0/8,-/-,0/2,David Warner,Australia
4w,0,0,0,0,David Warner,Australia
5w,0,0,0,0,David Warner,Australia
10w,0,0,0,0,David Warner,Australia
Matches,57,63,1,0,Marnus Labuschagne,Australia
Innings,46,14,0,0,Marnus Labuschagne,Australia
Balls,1268,281,0,0,Marnus Labuschagne,Australia
Runs,795,325,0,0,Marnus Labuschagne,Australia
Maidens,20,1,0,0,Marnus Labuschagne,Australia
Wickets,13,8,0,0,Marnus Labuschagne,Australia
Avg,61.15,40.63,0,0,Marnus Labuschagne,Australia
Eco,3.76,6.94,0,0,Marnus Labuschagne,Australia
SR,97.54,35.13,0,0,Marnus Labuschagne,Australia
BBI,Mar-45,Mar-39,-/-,-/-,Marnus Labuschagne,Australia
BBM,5/119,Mar-39,-/-,-/-,Marnus Labuschagne,Australia
4w,0,0,0,0,Marnus Labuschagne,Australia
5w,0,0,0,0,Marnus Labuschagne,Australia
10w,0,0,0,0,Marnus Labuschagne,Australia
Matches,23,6,5,0,Joe Burns,Australia
Innings,0,0,0,0,Joe Burns,Australia
Balls,0,0,0,0,Joe Burns,Australia
Runs,0,0,0,0,Joe Burns,Australia
Maidens,0,0,0,0,Joe Burns,Australia
Wickets,0,0,0,0,Joe Burns,Australia
Avg,0,0,0,0,Joe Burns,Australia
Eco,0,0,0,0,Joe Burns,Australia
SR,0,0,0,0,Joe Burns,Australia
BBI,-/-,-/-,-/-,-/-,Joe Burns,Australia
BBM,-/-,-/-,-/-,-/-,Joe Burns,Australia
4w,0,0,0,0,Joe Burns,Australia
5w,0,0,0,0,Joe Burns,Australia
10w,0,0,0,0,Joe Burns,Australia
Matches,1,0,0,0,Will Pucovski,Australia
Innings,0,0,0,0,Will Pucovski,Australia
Balls,0,0,0,0,Will Pucovski,Australia
Runs,0,0,0,0,Will Pucovski,Australia
Maidens,0,0,0,0,Will Pucovski,Australia
Wickets,0,0,0,0,Will Pucovski,Australia
Avg,0,0,0,0,Will Pucovski,Australia
Eco,0,0,0,0,Will Pucovski,Australia
SR,0,0,0,0,Will Pucovski,Australia
BBI,-/-,-/-,-/-,-/-,Will Pucovski,Australia
BBM,-/-,-/-,-/-,-/-,Will Pucovski,Australia
4w,0,0,0,0,Will Pucovski,Australia
5w,0,0,0,0,Will Pucovski,Australia
10w,0,0,0,0,Will Pucovski,Australia
Matches,56,73,38,32,Travis Head,Australia
Innings,37,40,4,6,Travis Head,Australia
Balls,855,1125,36,58,Travis Head,Australia
