ROWHEADER,Test,ODI,T20,IPL,name,country
Runs,2320,6684,934,0,Brendan Taylor,Zimbabwe
Balls,4138,8722,790,0,Brendan Taylor,Zimbabwe
Highest,171,145,75,0,Brendan Taylor,Zimbabwe
Average,36.25,35.55,23.95,0,Brendan Taylor,Zimbabwe
SR,56.07,76.64,118.23,0,Brendan Taylor,Zimbabwe
Not Out,4,15,6,0,Brendan Taylor,Zimbabwe
Fours,254,599,93,0,Brendan Taylor,Zimbabwe
Sixes,22,106,24,0,Brendan Taylor,Zimbabwe
Ducks,3,15,5,0,Brendan Taylor,Zimbabwe
50s,12,39,6,0,Brendan Taylor,Zimbabwe
100s,6,11,0,0,Brendan Taylor,Zimbabwe
200s,0,0,0,0,Brendan Taylor,Zimbabwe
300s,0,0,0,0,Brendan Taylor,Zimbabwe
400s,0,0,0,0,Brendan Taylor,Zimbabwe
Matches,15,49,21,0,Peter Moor,Zimbabwe
Innings,30,45,19,0,Peter Moor,Zimbabwe
Runs,734,828,364,0,Peter Moor,Zimbabwe
Balls,1569,1225,286,0,Peter Moor,Zimbabwe
Highest,83,58,92,0,Peter Moor,Zimbabwe
Average,25.31,20.7,24.27,0,Peter Moor,Zimbabwe
SR,46.79,67.60,127.28,0,Peter Moor,Zimbabwe
Not Out,1,5,4,0,Peter Moor,Zimbabwe
Fours,83,48,22,0,Peter Moor,Zimbabwe
Sixes,7,30,24,0,Peter Moor,Zimbabwe
Ducks,4,3,0,0,Peter Moor,Zimbabwe
50s,6,4,1,0,Peter Moor,Zimbabwe
100s,0,0,0,0,Peter Moor,Zimbabwe
200s,0,0,0,0,Peter Moor,Zimbabwe
300s,0,0,0,0,Peter Moor,Zimbabwe
400s,0,0,0,0,Peter Moor,Zimbabwe
Matches,9,87,60,0,Tendai Chatara,Zimbabwe
Innings,18,57,16,0,Tendai Chatara,Zimbabwe
Runs,94,206,49,0,Tendai Chatara,Zimbabwe
Balls,201,439,77,0,Tendai Chatara,Zimbabwe
Highest,22,23,8,0,Tendai Chatara,Zimbabwe
Average,6.27,6.44,8.17,0,Tendai Chatara,Zimbabwe
SR,46.77,46.93,63.64,0,Tendai Chatara,Zimbabwe
Not Out,3,25,10,0,Tendai Chatara,Zimbabwe
Fours,15,17,2,0,Tendai Chatara,Zimbabwe
Sixes,1,2,0,0,Tendai Chatara,Zimbabwe
Ducks,6,9,2,0,Tendai Chatara,Zimbabwe
50s,0,0,0,0,Tendai Chatara,Zimbabwe
100s,0,0,0,0,Tendai Chatara,Zimbabwe
200s,0,0,0,0,Tendai Chatara,Zimbabwe
300s,0,0,0,0,Tendai Chatara,Zimbabwe
400s,0,0,0,0,Tendai Chatara,Zimbabwe
Matches,16,38,23,0,Donald Tiripano,Zimbabwe
Innings,31,29,16,0,Donald Tiripano,Zimbabwe
Runs,531,364,157,0,Donald Tiripano,Zimbabwe
Balls,1631,549,158,0,Donald Tiripano,Zimbabwe
Highest,95,55,28,0,Donald Tiripano,Zimbabwe
Average,22.13,17.33,13.08,0,Donald Tiripano,Zimbabwe
SR,32.56,66.31,99.37,0,Donald Tiripano,Zimbabwe
Not Out,7,8,4,0,Donald Tiripano,Zimbabwe
Fours,71,30,9,0,Donald Tiripano,Zimbabwe
Sixes,1,8,6,0,Donald Tiripano,Zimbabwe
Ducks,5,2,3,0,Donald Tiripano,Zimbabwe
50s,2,1,0,0,Donald Tiripano,Zimbabwe
100s,0,0,0,0,Donald Tiripano,Zimbabwe
200s,0,0,0,0,Donald Tiripano,Zimbabwe
300s,0,0,0,0,Donald Tiripano,Zimbabwe
400s,0,0,0,0,Donald Tiripano,Zimbabwe
Matches,15,84,32,0,Chris Mpofu,Zimbabwe
Innings,28,41,11,0,Chris Mpofu,Zimbabwe
Runs,105,57,35,0,Chris Mpofu,Zimbabwe
Balls,249,210,43,0,Chris Mpofu,Zimbabwe
Highest,33,9,17,0,Chris Mpofu,Zimbabwe
Average,5.83,2.85,8.75,0,Chris Mpofu,Zimbabwe
SR,42.17,27.15,81.40,0,Chris Mpofu,Zimbabwe
Not Out,10,21,7,0,Chris Mpofu,Zimbabwe
Fours,7,1,3,0,Chris Mpofu,Zimbabwe
Sixes,5,0,1,0,Chris Mpofu,Zimbabwe
Ducks,9,7,3,0,Chris Mpofu,Zimbabwe
50s,0,0,0,0,Chris Mpofu,Zimbabwe
100s,0,0,0,0,Chris Mpofu,Zimbabwe
200s,0,0,0,0,Chris Mpofu,Zimbabwe
300s,0,0,0,0,Chris Mpofu,Zimbabwe
400s,0,0,0,0,Chris Mpofu,Zimbabwe
Matches,13,49,21,0,Kyle Jarvis,Zimbabwe
Innings,24,33,12,0,Kyle Jarvis,Zimbabwe
Runs,128,222,55,0,Kyle Jarvis,Zimbabwe
Balls,384,337,64,0,Kyle Jarvis,Zimbabwe
Highest,25,37,27,0,Kyle Jarvis,Zimbabwe
Average,9.14,9.65,7.86,0,Kyle Jarvis,Zimbabwe
SR,33.34,65.88,85.94,0,Kyle Jarvis,Zimbabwe
Not Out,10,10,5,0,Kyle Jarvis,Zimbabwe
Fours,13,22,1,0,Kyle Jarvis,Zimbabwe
Sixes,1,3,4,0,Kyle Jarvis,Zimbabwe
Ducks,4,4,4,0,Kyle Jarvis,Zimbabwe
50s,0,0,0,0,Kyle Jarvis,Zimbabwe
100s,0,0,0,0,Kyle Jarvis,Zimbabwe
200s,0,0,0,0,Kyle Jarvis,Zimbabwe
300s,0,0,0,0,Kyle Jarvis,Zimbabwe
400s,0,0,0,0,Kyle Jarvis,Zimbabwe
Matches,5,14,13,0,Brandon Mavuta,Zimbabwe
Innings,8,10,10,0,Brandon Mavuta,Zimbabwe
Runs,82,92,65,0,Brandon Mavuta,Zimbabwe
Balls,208,107,51,0,Brandon Mavuta,Zimbabwe
Highest,56,28,28,0,Brandon Mavuta,Zimbabwe
Average,10.25,11.5,16.25,0,Brandon Mavuta,Zimbabwe
SR,39.43,85.99,127.46,0,Brandon Mavuta,Zimbabwe
Not Out,0,2,6,0,Brandon Mavuta,Zimbabwe
Fours,11,10,3,0,Brandon Mavuta,Zimbabwe
Sixes,1,1,3,0,Brandon Mavuta,Zimbabwe
Ducks,3,1,1,0,Brandon Mavuta,Zimbabwe
50s,1,0,0,0,Brandon Mavuta,Zimbabwe
100s,0,0,0,0,Brandon Mavuta,Zimbabwe
200s,0,0,0,0,Brandon Mavuta,Zimbabwe
300s,0,0,0,0,Brandon Mavuta,Zimbabwe
400s,0,0,0,0,Brandon Mavuta,Zimbabwe
Matches,5,146,103,92,Aaron Finch,Australia
Innings,10,142,103,90,Aaron Finch,Australia
Runs,278,5406,3120,2091,Aaron Finch,Australia
Balls,618,6163,2189,1631,Aaron Finch,Australia
Highest,62,153,172,88,Aaron Finch,Australia
Average,27.8,38.89,34.29,24.89,Aaron Finch,Australia
SR,44.99,87.72,142.54,128.21,Aaron Finch,Australia
Not Out,0,3,12,6,Aaron Finch,Australia
Fours,30,533,309,214,Aaron Finch,Australia
Sixes,1,129,125,78,Aaron Finch,Australia
Ducks,1,16,8,8,Aaron Finch,Australia
50s,2,30,19,15,Aaron Finch,Australia
100s,0,17,2,0,Aaron Finch,Australia
200s,0,0,0,0,Aaron Finch,Australia
300s,0,0,0,0,Aaron Finch,Australia
400s,0,0,0,0,Aaron Finch,Australia
Matches,116,170,67,103,Steven Smith,Australia
Innings,206,154,55,93,Steven Smith,Australia
Runs,10271,5800,1094,2485,Steven Smith,Australia
Balls,19176,6669,872,1940,Steven Smith,Australia
Highest,239,164,90,101,Steven Smith,Australia
Average,56.75,43.28,24.86,34.51,Steven Smith,Australia
SR,53.57,86.97,125.46,128.1,Steven Smith,Australia
Not Out,25,20,11,21,Steven Smith,Australia
Fours,1116,521,96,225,Steven Smith,Australia
Sixes,61,58,26,60,Steven Smith,Australia
Ducks,11,8,1,1,Steven Smith,Australia
50s,41,35,5,11,Steven Smith,Australia
100s,36,12,0,1,Steven Smith,Australia
200s,4,0,0,0,Steven Smith,Australia
300s,0,0,0,0,Steven Smith,Australia
400s,0,0,0,0,Steven Smith,Australia
Matches,112,161,110,184,David Warner,Australia
Innings,205,159,110,184,David Warner,Australia
Runs,8786,6932,3277,6565,David Warner,Australia
Balls,12516,7127,2300,4697,David Warner,Australia
Highest,335,179,100,126,David Warner,Australia
Average,44.6,45.01,33.44,40.52,David Warner,Australia
SR,70.2,97.27,142.48,139.78,David Warner,Australia
Not Out,8,5,12,22,David Warner,Australia
Fours,1036,733,338,664,David Warner,Australia
Sixes,69,130,122,235,David Warner,Australia
Ducks,13,4,6,11,David Warner,Australia
50s,37,33,28,62,David Warner,Australia
100s,26,22,1,4,David Warner,Australia
200s,3,0,0,0,David Warner,Australia
300s,1,0,0,0,David Warner,Australia
400s,0,0,0,0,David Warner,Australia
Matches,57,63,1,0,Marnus Labuschagne,Australia
Innings,102,56,1,0,Marnus Labuschagne,Australia
Runs,4396,1869,2,0,Marnus Labuschagne,Australia
Balls,8463,2228,4,0,Marnus Labuschagne,Australia
Highest,215,124,2,0,Marnus Labuschagne,Australia
Average,46.77,35.94,2,0,Marnus Labuschagne,Australia
SR,51.95,83.89,50,0,Marnus Labuschagne,Australia
Not Out,8,4,0,0,Marnus Labuschagne,Australia
Fours,490,154,0,0,Marnus Labuschagne,Australia
Sixes,12,10,0,0,Marnus Labuschagne,Australia
Ducks,4,3,0,0,Marnus Labuschagne,Australia
50s,23,12,0,0,Marnus Labuschagne,Australia
100s,11,2,0,0,Marnus Labuschagne,Australia
200s,2,0,0,0,Marnus Labuschagne,Australia
300s,0,0,0,0,Marnus Labuschagne,Australia
400s,0,0,0,0,Marnus Labuschagne,Australia
Matches,23,6,5,0,Joe Burns,Australia
Innings,40,6,5,0,Joe Burns,Australia
Runs,1442,146,211,0,Joe Burns,Australia
Balls,2557,184,146,0,Joe Burns,Australia
Highest,180,69,108,0,Joe Burns,Australia
Average,36.97,24.33,70.33,0,Joe Burns,Australia
SR,56.4,79.35,144.53,0,Joe Burns,Australia
Not Out,1,0,2,0,Joe Burns,Australia
Fours,183,16,18,0,Joe Burns,Australia
Sixes,14,1,9,0,Joe Burns,Australia
Ducks,6,1,1,0,Joe Burns,Australia
50s,7,1,1,0,Joe Burns,Australia
100s,4,0,1,0,Joe Burns,Australia
200s,0,0,0,0,Joe Burns,Australia
300s,0,0,0,0,Joe Burns,Australia
400s,0,0,0,0,Joe Burns,Australia
Matches,1,0,0,0,Will Pucovski,Australia
Innings,2,0,0,0,Will Pucovski,Australia
Runs,72,0,0,0,Will Pucovski,Australia
Balls,126,0,0,0,Will Pucovski,Australia
Highest,62,0,0,0,Will Pucovski,Australia
Average,36,0,0,0,Will Pucovski,Australia
SR,57.15,0,0,0,Will Pucovski,Australia
Not Out,0,0,0,0,Will Pucovski,Australia
Fours,6,0,0,0,Will Pucovski,Australia
Sixes,0,0,0,0,Will Pucovski,Australia
Ducks,0,0,0,0,Will Pucovski,Australia
50s,1,0,0,0,Will Pucovski,Australia
100s,0,0,0,0,Will Pucovski,Australia
200s,0,0,0,0,Will Pucovski,Australia
300s,0,0,0,0,Will Pucovski,Australia
400s,0,0,0,0,Will Pucovski,Australia
Matches,56,73,38,32,Travis Head,Australia
Innings,93,70,37,32,Travis Head,Australia
Runs,3719,2767,1093,1014,Travis Head,Australia
Balls,5472,2638,681,588,Travis Head,Australia
Highest,175,154,91,102,Travis Head,Australia
Average,42.75,43.23,33.12,36.21,Travis Head,Australia
SR,67.97,104.9,160.5,172.45,Travis Head,Australia
Not Out,6,6,4,4,Travis Head,Australia
Fours,454,315,114,109,Travis Head,Australia
Sixes,32,67,53,49,Travis Head,Australia
Ducks,7,3,2,4,Travis Head,Australia
50s,18,17,5,7,Travis Head,Australia
100s,9,6,0,1,Travis Head,Australia
200s,0,0,0,0,Travis Head,Australia
300s,0,0,0,0,Travis Head,Australia
400s,0,0,0,0,Travis Head,Australia
Matches,7,149,116,140,Glenn Maxwell,Australia
Innings,14,136,106,134,Glenn Maxwell,Australia
Runs,339,3990,2664,2812,Glenn Maxwell,Australia
Balls,570,3149,1719,1809,Glenn Maxwell,Australia
Highest,104,201,145,95,Glenn Maxwell,Australia
Average,26.08,33.81,29.93,24.03,Glenn Maxwell,Australia
SR,59.48,126.71,154.98,155.45,Glenn Maxwell,Australia
Not Out,1,18,17,17,Glenn Maxwell,Australia
Fours,33,382,224,236,Glenn Maxwell,Australia
Sixes,7,155,137,161,Glenn Maxwell,Australia
Ducks,0,12,4,19,Glenn Maxwell,Australia
50s,0,23,11,18,Glenn Maxwell,Australia
100s,1,4,5,0,Glenn Maxwell,Australia
200s,0,1,0,0,Glenn Maxwell,Australia
300s,0,0,0,0,Glenn Maxwell,Australia
400s,0,0,0,0,Glenn Maxwell,Australia
Matches,0,71,74,101,Marcus Stoinis,Australia
Innings,0,64,61,92,Marcus Stoinis,Australia
Runs,0,1495,1245,1925,Marcus Stoinis,Australia
Balls,0,1591,838,1354,Marcus Stoinis,Australia
Highest,0,146,78,124,Marcus Stoinis,Australia
Average,0,26.7,31.92,27.9,Marcus Stoinis,Australia
SR,0,93.97,148.57,142.18,Marcus Stoinis,Australia
Not Out,0,8,22,23,Marcus Stoinis,Australia
Fours,0,134,99,152,Marcus Stoinis,Australia
Sixes,0,49,63,97,Marcus Stoinis,Australia
Ducks,0,5,2,9,Marcus Stoinis,Australia
50s,0,6,5,9,Marcus Stoinis,Australia
100s,0,1,0,1,Marcus Stoinis,Australia
200s,0,0,0,0,Marcus Stoinis,Australia
300s,0,0,0,0,Marcus Stoinis,Australia
400s,0,0,0,0,Marcus Stoinis,Australia
Matches,4,16,24,62,Moises Henriques,Australia
Innings,8,15,21,54,Moises Henriques,Australia
Runs,164,117,355,1000,Moises Henriques,Australia
Balls,346,192,285,788,Moises Henriques,Australia
Highest,81,22,62,74,Moises Henriques,Australia
Average,23.43,9,20.88,27.78,Moises Henriques,Australia
SR,47.4,60.94,124.57,126.91,Moises Henriques,Australia
Not Out,1,2,4,18,Moises Henriques,Australia
Fours,12,10,17,87,Moises Henriques,Australia
Sixes,2,0,15,28,Moises Henriques,Australia
Ducks,2,0,0,2,Moises Henriques,Australia
50s,2,0,2,5,Moises Henriques,Australia
100s,0,0,0,0,Moises Henriques,Australia
200s,0,0,0,0,Moises Henriques,Australia
300s,0,0,0,0,Moises Henriques,Australia
400s,0,0,0,0,Moises Henriques,Australia
Matches,28,28,13,29,Cameron Green,Australia
Innings,43,24,12,28,Cameron Green,Australia
Runs,1377,626,263,707,Cameron Green,Australia
Balls,2835,756,172,460,Cameron Green,Australia
Highest,174,89,62,100,Cameron Green,Australia
Average,36.24,36.82,26.3,41.59,Cameron Green,Australia
SR,48.58,82.81,152.91,153.7,Cameron Green,Australia
Not Out,5,7,2,11,Cameron Green,Australia
Fours,152,54,21,62,Cameron Green,Australia
Sixes,13,12,16,32,Cameron Green,Australia
Ducks,3,1,0,0,Cameron Green,Australia
50s,6,2,3,2,Cameron Green,Australia
100s,2,0,0,1,Cameron Green,Australia
200s,0,0,0,0,Cameron Green,Australia
300s,0,0,0,0,Cameron Green,Australia
400s,0,0,0,0,Cameron Green,Australia
Matches,5,22,49,0,Ashton Agar,Australia
Innings,7,18,29,0,Ashton Agar,Australia
Runs,195,322,279,0,Ashton Agar,Australia
Balls,351,388,278,0,Ashton Agar,Australia
Highest,98,48,29,0,Ashton Agar,Australia
Average,32.5,24.77,11.63,0,Ashton Agar,Australia
SR,55.56,82.99,100.36,0,Ashton Agar,Australia
Not Out,1,5,5,0,Ashton Agar,Australia
Fours,24,28,19,0,Ashton Agar,Australia
Sixes,3,4,9,0,Ashton Agar,Australia
Ducks,0,3,4,0,Ashton Agar,Australia
50s,1,0,0,0,Ashton Agar,Australia
100s,0,0,0,0,Ashton Agar,Australia
200s,0,0,0,0,Ashton Agar,Australia
300s,0,0,0,0,Ashton Agar,Australia
400s,0,0,0,0,Ashton Agar,Australia
Matches,0,0,10,16,Daniel Sams,Australia
Innings,0,0,7,13,Daniel Sams,Australia
Runs,0,0,106,44,Daniel Sams,Australia
Balls,0,0,62,44,Daniel Sams,Australia
Highest,0,0,41,15,Daniel Sams,Australia
Average,0,0,26.5,4.89,Daniel Sams,Australia
SR,0,0,170.97,100,Daniel Sams,Australia
Not Out,0,0,3,4,Daniel Sams,Australia
Fours,0,0,8,1,Daniel Sams,Australia
Sixes,0,0,6,3,Daniel Sams,Australia
Ducks,0,0,0,3,Daniel Sams,Australia
50s,0,0,0,0,Daniel Sams,Australia
100s,0,0,0,0,Daniel Sams,Australia
200s,0,0,0,0,Daniel Sams,Australia
300s,0,0,0,0,Daniel Sams,Australia
400s,0,0,0,0,Daniel Sams,Australia
Matches,2,4,0,1,Michael Neser,Australia
Innings,3,4,0,0,Michael Neser,Australia
Runs,56,11,0,0,Michael Neser,Australia
Balls,72,29,0,0,Michael Neser,Australia
Highest,35,6,0,0,Michael Neser,Australia
Average,18.67,2.75,0,0,Michael Neser,Australia
SR,77.78,37.94,0,0,Michael Neser,Australia
Not Out,0,0,0,0,Michael Neser,Australia
Fours,7,0,0,0,Michael Neser,Australia
Sixes,1,0,0,0,Michael Neser,Australia
Ducks,0,1,0,0,Michael Neser,Australia
50s,0,0,0,0,Michael Neser,Australia
100s,0,0,0,0,Michael Neser,Australia
200s,0,0,0,0,Michael Neser,Australia
300s,0,0,0,0,Michael Neser,Australia
400s,0,0,0,0,Michael Neser,Australia
Matches,39,80,38,3,Alex Carey,Australia
Innings,57,72,26,3,Alex Carey,Australia
Runs,1757,2149,233,32,Alex Carey,Australia
Balls,2824,2364,215,29,Alex Carey,Australia
Highest,156,106,37,14,Alex Carey,Australia
Average,35.14,35.82,11.1,16,Alex Carey,Australia
SR,62.22,90.91,108.38,110.35,Alex Carey,Australia
Not Out,7,12,5,1,Alex Carey,Australia
Fours,186,203,19,0,Alex Carey,Australia
Sixes,12,24,7,1,Alex Carey,Australia
Ducks,3,4,2,0,Alex Carey,Australia
50s,9,12,0,0,Alex Carey,Australia
100s,2,1,0,0,Alex Carey,Australia
200s,0,0,0,0,Alex Carey,Australia
300s,0,0,0,0,Alex Carey,Australia
400s,0,0,0,0,Alex Carey,Australia
Matches,36,97,92,15,Matthew Wade,Australia
Innings,63,83,68,14,Matthew Wade,Australia
Runs,1613,1867,1202,183,Matthew Wade,Australia
Balls,3203,2288,896,177,Matthew Wade,Australia
Highest,117,100,80,35,Matthew Wade,Australia
Average,29.87,26.3,26.13,13.07,Matthew Wade,Australia
SR,50.36,81.6,134.16,103.39,Matthew Wade,Australia
Not Out,9,12,22,0,Matthew Wade,Australia
Fours,175,129,95,23,Matthew Wade,Australia
Sixes,12,34,46,2,Matthew Wade,Australia
Ducks,3,5,1,0,Matthew Wade,Australia
50s,5,11,3,0,Matthew Wade,Australia
100s,4,1,0,0,Matthew Wade,Australia
200s,0,0,0,0,Matthew Wade,Australia
300s,0,0,0,0,Matthew Wade,Australia
400s,0,0,0,0,Matthew Wade,Australia
Matches,35,35,12,2,Tim Paine,Australia
Innings,57,35,9,2,Tim Paine,Australia
Runs,1535,890,82,10,Tim Paine,Australia
Balls,3355,1257,77,26,Tim Paine,Australia
Highest,92,111,25,8,Tim Paine,Australia
Average,32.66,27.81,10.25,5,Tim Paine,Australia
SR,45.76,70.81,106.5,38.47,Tim Paine,Australia
Not Out,10,3,1,0,Tim Paine,Australia
Fours,172,96,7,0,Tim Paine,Australia
Sixes,4,6,3,0,Tim Paine,Australia
Ducks,4,1,2,0,Tim Paine,Australia
50s,9,5,0,0,Tim Paine,Australia
100s,0,1,0,0,Tim Paine,Australia
200s,0,0,0,0,Tim Paine,Australia
300s,0,0,0,0,Tim Paine,Australia
400s,0,0,0,0,Tim Paine,Australia
Matches,67,90,57,65,Pat Cummins,Australia
Innings,97,59,27,47,Pat Cummins,Australia
Runs,1454,537,158,579,Pat Cummins,Australia
Balls,3155,703,133,384,Pat Cummins,Australia
Highest,64,37,28,66,Pat Cummins,Australia
Average,17.31,14.51,10.53,19.97,Pat Cummins,Australia
SR,46.09,76.39,118.8,150.79,Pat Cummins,Australia
Not Out,13,22,12,18,Pat Cummins,Australia
Fours,144,43,11,38,Pat Cummins,Australia
Sixes,31,12,7,39,Pat Cummins,Australia
Ducks,13,8,4,4,Pat Cummins,Australia
50s,3,0,0,3,Pat Cummins,Australia
100s,0,0,0,0,Pat Cummins,Australia
200s,0,0,0,0,Pat Cummins,Australia
300s,0,0,0,0,Pat Cummins,Australia
400s,0,0,0,0,Pat Cummins,Australia
Matches,136,29,2,0,Nathan Lyon,Australia
Innings,171,14,1,0,Nathan Lyon,Australia
Runs,1595,77,4,0,Nathan Lyon,Australia
Balls,3110,83,4,0,Nathan Lyon,Australia
Highest,47,30,4,0,Nathan Lyon,Australia
Average,12.86,19.25,0,0,Nathan Lyon,Australia
SR,51.29,92.78,100,0,Nathan Lyon,Australia
Not Out,47,10,1,0,Nathan Lyon,Australia
Fours,201,7,0,0,Nathan Lyon,Australia
Sixes,14,2,0,0,Nathan Lyon,Australia
Ducks,18,1,0,0,Nathan Lyon,Australia
50s,0,0,0,0,Nathan Lyon,Australia
100s,0,0,0,0,Nathan Lyon,Australia
200s,0,0,0,0,Nathan Lyon,Australia
300s,0,0,0,0,Nathan Lyon,Australia
400s,0,0,0,0,Nathan Lyon,Australia
Matches,96,127,65,46,Mitchell Starc,Australia
Innings,139,75,21,19,Mitchell Starc,Australia
Runs,2217,577,98,108,Mitchell Starc,Australia
Balls,3689,744,100,115,Mitchell Starc,Australia
Highest,99,52,14,29,Mitchell Starc,Australia
Average,20.15,12.02,9.8,10.8,Mitchell Starc,Australia
SR,60.1,77.56,98,93.92,Mitchell Starc,Australia
Not Out,29,27,11,9,Mitchell Starc,Australia
Fours,220,42,4,11,Mitchell Starc,Australia
Sixes,49,14,2,0,Mitchell Starc,Australia
Ducks,14,12,0,2,Mitchell Starc,Australia
50s,10,1,0,0,Mitchell Starc,Australia
100s,0,0,0,0,Mitchell Starc,Australia
200s,0,0,0,0,Mitchell Starc,Australia
300s,0,0,0,0,Mitchell Starc,Australia
400s,0,0,0,0,Mitchell Starc,Australia
Matches,0,111,95,22,Adam Zampa,Australia
Innings,0,55,22,5,Adam Zampa,Australia
Runs,0,362,68,15,Adam Zampa,Australia
Balls,0,545,76,24,Adam Zampa,Australia
Highest,0,36,13,7,Adam Zampa,Australia
Average,0,10.06,5.67,3,Adam Zampa,Australia
SR,0,66.43,89.48,62.5,Adam Zampa,Australia
Not Out,0,19,10,0,Adam Zampa,Australia
Fours,0,31,7,1,Adam Zampa,Australia
Sixes,0,2,0,0,Adam Zampa,Australia
Ducks,0,6,3,1,Adam Zampa,Australia
50s,0,0,0,0,Adam Zampa,Australia
100s,0,0,0,0,Adam Zampa,Australia
200s,0,0,0,0,Adam Zampa,Australia
300s,0,0,0,0,Adam Zampa,Australia
400s,0,0,0,0,Adam Zampa,Australia
Matches,0,28,20,3,Sean Abbott,Australia
Innings,0,21,7,3,Sean Abbott,Australia
Runs,0,374,25,22,Sean Abbott,Australia
Balls,0,388,27,18,Sean Abbott,Australia
Highest,0,69,12,14,Sean Abbott,Australia
Average,0,19.68,5,7.33,Sean Abbott,Australia
SR,0,96.4,92.6,122.23,Sean Abbott,Australia
Not Out,0,2,2,0,Sean Abbott,Australia
Fours,0,32,1,1,Sean Abbott,Australia
Sixes,0,13,1,2,Sean Abbott,Australia
Ducks,0,1,2,0,Sean Abbott,Australia
50s,0,2,0,0,Sean Abbott,Australia
100s,0,0,0,0,Sean Abbott,Australia
200s,0,0,0,0,Sean Abbott,Australia
300s,0,0,0,0,Sean Abbott,Australia
400s,0,0,0,0,Sean Abbott,Australia
Matches,72,91,52,33,Josh Hazlewood,Australia
Innings,88,35,10,6,Josh Hazlewood,Australia
Runs,510,131,29,19,Josh Hazlewood,Australia
Balls,1180,161,27,28,Josh Hazlewood,Australia
Highest,39,23,13,7,Josh Hazlewood,Australia
Average,11.86,16.38,9.67,0,Josh Hazlewood,Australia
SR,43.23,81.37,107.41,67.86,Josh Hazlewood,Australia
Not Out,45,27,7,6,Josh Hazlewood,Australia
Fours,73,14,2,1,Josh Hazlewood,Australia
Sixes,2,3,1,0,Josh Hazlewood,Australia
Ducks,12,4,2,0,Josh Hazlewood,Australia
50s,0,0,0,0,Josh Hazlewood,Australia
100s,0,0,0,0,Josh Hazlewood,Australia
200s,0,0,0,0,Josh Hazlewood,Australia
300s,0,0,0,0,Josh Hazlewood,Australia
400s,0,0,0,0,Josh Hazlewood,Australia
Matches,0,7,32,30,Andrew Tye,Australia
Innings,0,7,15,13,Andrew Tye,Australia
Runs,0,57,83,91,Andrew Tye,Australia
Balls,0,48,76,76,Andrew Tye,Australia
Highest,0,19,20,25,Andrew Tye,Australia
Average,0,14.25,10.38,10.11,Andrew Tye,Australia
SR,0,118.75,109.22,119.74,Andrew Tye,Australia
Not Out,0,3,7,4,Andrew Tye,Australia
Fours,0,5,5,6,Andrew Tye,Australia
Sixes,0,2,4,5,Andrew Tye,Australia
Ducks,0,0,3,2,Andrew Tye,Australia
50s,0,0,0,0,Andrew Tye,Australia
100s,0,0,0,0,Andrew Tye,Australia
200s,0,0,0,0,Andrew Tye,Australia
300s,0,0,0,0,Andrew Tye,Australia
400s,0,0,0,0,Andrew Tye,Australia
Matches,21,15,4,10,James Pattinson,Australia
Innings,25,8,2,2,James Pattinson,Australia
Runs,417,42,5,15,James Pattinson,Australia
Balls,971,80,3,13,James Pattinson,Australia
Highest,47,13,5,11,James Pattinson,Australia
Average,26.06,10.5,0,15,James Pattinson,Australia
SR,42.95,52.5,166.67,115.39,James Pattinson,Australia
Not Out,9,4,2,1,James Pattinson,Australia
Fours,44,2,1,2,James Pattinson,Australia
Sixes,7,0,0,0,James Pattinson,Australia
Ducks,2,0,0,0,James Pattinson,Australia
50s,0,0,0,0,James Pattinson,Australia
100s,0,0,0,0,James Pattinson,Australia
200s,0,0,0,0,James Pattinson,Australia
300s,0,0,0,0,James Pattinson,Australia
400s,0,0,0,0,James Pattinson,Australia
Matches,4,3,8,0,Mitchell Swepson,Australia
Innings,5,1,5,0,Mitchell Swepson,Australia
Runs,28,2,32,0,Mitchell Swepson,Australia
Balls,54,2,23,0,Mitchell Swepson,Australia
Highest,15,2,14,0,Mitchell Swepson,Australia
Average,7,2,0,0,Mitchell Swepson,Australia
SR,51.86,100,139.14,0,Mitchell Swepson,Australia
Not Out,1,0,5,0,Mitchell Swepson,Australia
Fours,3,0,1,0,Mitchell Swepson,Australia
Sixes,0,0,2,0,Mitchell Swepson,Australia
Ducks,1,0,0,0,Mitchell Swepson,Australia
50s,0,0,0,0,Mitchell Swepson,Australia
100s,0,0,0,0,Mitchell Swepson,Australia
200s,0,0,0,0,Mitchell Swepson,Australia
300s,0,0,0,0,Mitchell Swepson,Australia
400s,0,0,0,0,Mitchell Swepson,Australia
Matches,47,198,122,13,Martin Guptill,New Zealand
Innings,89,195,118,13,Martin Guptill,New Zealand
Runs,2586,7346,3531,270,Martin Guptill,New Zealand
Balls,5548,8414,2602,196,Martin Guptill,New Zealand
Highest,189,237,105,50,Martin Guptill,New Zealand
Average,29.39,41.5,31.81,22.5,Martin Guptill,New Zealand
SR,46.62,87.31,135.71,137.76,Martin Guptill,New Zealand
Not Out,1,18,7,1,Martin Guptill,New Zealand
Fours,326,751,310,24,Martin Guptill,New Zealand
Sixes,23,187,173,15,Martin Guptill,New Zealand
Ducks,10,16,3,1,Martin Guptill,New Zealand
50s,17,39,20,1,Martin Guptill,New Zealand
100s,3,18,2,0,Martin Guptill,New Zealand
200s,0,1,0,0,Martin Guptill,New Zealand
300s,0,0,0,0,Martin Guptill,New Zealand
400s,0,0,0,0,Martin Guptill,New Zealand
